Species	Symbol	Ensembl	Family	Protein	Entrez ID
Mus_musculus	Nkx6-3	ENSMUSG00000063672	Homeobox	ENSMUSP00000071517;	74561
Mus_musculus	Zfp612	ENSMUSG00000044676	zf-C2H2	ENSMUSP00000148717;ENSMUSP00000062474;	234725
Mus_musculus	AU041133	ENSMUSG00000078435	zf-C2H2	ENSMUSP00000100951;ENSMUSP00000144661;	216177
Mus_musculus	Zbtb7c	ENSMUSG00000044646	ZBTB	ENSMUSP00000057856;ENSMUSP00000057856;ENSMUSP00000126808;	207259
Mus_musculus	Zfp831	ENSMUSG00000050600	zf-C2H2	ENSMUSP00000060255;	100043757
Mus_musculus	Zfp944	ENSMUSG00000033972	zf-C2H2	ENSMUSP00000111197;	319615
Mus_musculus	Gm14401	ENSMUSG00000078872	zf-C2H2	ENSMUSP00000104598;ENSMUSP00000119549;	-
Mus_musculus	Fev	ENSMUSG00000055197	ETS	ENSMUSP00000125067;ENSMUSP00000070878;	260298
Mus_musculus	Zfp72	ENSMUSG00000069184	zf-C2H2	ENSMUSP00000152502;ENSMUSP00000089063;	238722
Mus_musculus	Ikzf4	ENSMUSG00000002578	zf-C2H2	ENSMUSP00000152617;ENSMUSP00000114404;ENSMUSP00000152234;	22781
Mus_musculus	Zfp91	ENSMUSG00000024695	zf-C2H2	ENSMUSP00000124424;ENSMUSP00000037971;	664779
Mus_musculus	Pax6	ENSMUSG00000027168	PAX	ENSMUSP00000119375;ENSMUSP00000106714;ENSMUSP00000106717;ENSMUSP00000106715;ENSMUSP00000129344;ENSMUSP00000106711;ENSMUSP00000106712;ENSMUSP00000087870;ENSMUSP00000087878;ENSMUSP00000106716;	18508
Mus_musculus	Zfp407	ENSMUSG00000048410	zf-C2H2	ENSMUSP00000118361;ENSMUSP00000138633;	240476
Mus_musculus	Cphx1	ENSMUSG00000095975	Homeobox	ENSMUSP00000139237;	105594
Mus_musculus	Zfp809	ENSMUSG00000057982	zf-C2H2	ENSMUSP00000072286;ENSMUSP00000151180;	235047
Mus_musculus	Crem	ENSMUSG00000063889	TF_bZIP	ENSMUSP00000118267;ENSMUSP00000118578;ENSMUSP00000117438;ENSMUSP00000114280;ENSMUSP00000061925;ENSMUSP00000122123;ENSMUSP00000114780;ENSMUSP00000115471;ENSMUSP00000119638;ENSMUSP00000115336;ENSMUSP00000118649;ENSMUSP00000121352;ENSMUSP00000122179;ENSMUSP00000080780;ENSMUSP00000121388;ENSMUSP00000122051;ENSMUSP00000120349;ENSMUSP00000119194;ENSMUSP00000121118;ENSMUSP00000115363;ENSMUSP00000127353;ENSMUSP00000025069;ENSMUSP00000118128;ENSMUSP00000115423;ENSMUSP00000122241;ENSMUSP00000121541;ENSMUSP00000121233;ENSMUSP00000120557;ENSMUSP00000123515;ENSMUSP00000119353;	12916
Mus_musculus	Rarb	ENSMUSG00000017491	THR-like	ENSMUSP00000153178;ENSMUSP00000067694;ENSMUSP00000153519;ENSMUSP00000152980;	218772
Mus_musculus	Erg	ENSMUSG00000040732	ETS	ENSMUSP00000132766;ENSMUSP00000112698;ENSMUSP00000134930;ENSMUSP00000109479;ENSMUSP00000076949;ENSMUSP00000135568;ENSMUSP00000109477;ENSMUSP00000113723;ENSMUSP00000114072;	13876
Mus_musculus	Sox15	ENSMUSG00000041287	HMG	ENSMUSP00000048524;	20670
Mus_musculus	Deaf1	ENSMUSG00000058886	SAND	ENSMUSP00000147728;ENSMUSP00000147631;ENSMUSP00000148149;ENSMUSP00000079395;ENSMUSP00000148125;	54006
Mus_musculus	Zfp2	ENSMUSG00000049321	zf-C2H2	ENSMUSP00000104757;ENSMUSP00000112079;ENSMUSP00000104756;	22678
Mus_musculus	Hsf2	ENSMUSG00000019878	HSF	ENSMUSP00000151957;ENSMUSP00000078761;ENSMUSP00000152013;	15500
Mus_musculus	Nr2f2	ENSMUSG00000030551	RXR-like	ENSMUSP00000086993;ENSMUSP00000032768;ENSMUSP00000147190;	11819
Mus_musculus	E2f1	ENSMUSG00000027490	E2F	ENSMUSP00000099434;ENSMUSP00000000894;	13555
Mus_musculus	Tcf23	ENSMUSG00000006642	bHLH	ENSMUSP00000006818;	69852
Mus_musculus	Nfib	ENSMUSG00000008575	CTF/NFI	ENSMUSP00000102868;ENSMUSP00000052863;ENSMUSP00000067629;ENSMUSP00000102865;ENSMUSP00000102866;ENSMUSP00000123169;ENSMUSP00000102869;	18028
Mus_musculus	Hoxb4	ENSMUSG00000038692	Homeobox	ENSMUSP00000048002;	15412
Mus_musculus	Hmx2	ENSMUSG00000050100	Homeobox	ENSMUSP00000138799;ENSMUSP00000058205;	15372
Mus_musculus	Zfp647	ENSMUSG00000054967	zf-C2H2	ENSMUSP00000041575;ENSMUSP00000155685;	239546
Mus_musculus	Nfkb1	ENSMUSG00000028163	RHD	ENSMUSP00000143601;ENSMUSP00000029812;ENSMUSP00000128345;	18033
Mus_musculus	Prdm1	ENSMUSG00000038151	zf-C2H2	ENSMUSP00000101129;ENSMUSP00000151237;ENSMUSP00000039248;	12142
Mus_musculus	Zfp964	ENSMUSG00000091764	zf-C2H2	ENSMUSP00000145354;ENSMUSP00000129822;	636741
Mus_musculus	Zfp78	ENSMUSG00000055150	zf-C2H2	ENSMUSP00000146578;ENSMUSP00000083503;ENSMUSP00000146592;ENSMUSP00000147228;ENSMUSP00000104199;ENSMUSP00000147154;	330463
Mus_musculus	Zbtb20	ENSMUSG00000022708	ZBTB	ENSMUSP00000110339;ENSMUSP00000110339;ENSMUSP00000110343;ENSMUSP00000110343;ENSMUSP00000078410;ENSMUSP00000078410;ENSMUSP00000110338;ENSMUSP00000110338;ENSMUSP00000110342;ENSMUSP00000110342;	56490
Mus_musculus	Nfil3	ENSMUSG00000056749	TF_bZIP	ENSMUSP00000065363;	18030
Mus_musculus	Zscan4b	ENSMUSG00000095339	zf-C2H2	ENSMUSP00000148157;ENSMUSP00000127301;	665780
Mus_musculus	Sub1	ENSMUSG00000022205	PC4	ENSMUSP00000022816;ENSMUSP00000106130;	20024
Mus_musculus	Zfp990	ENSMUSG00000078503	zf-C2H2	ENSMUSP00000101368;ENSMUSP00000101367;	101056073
Mus_musculus	Ctcf	ENSMUSG00000005698	zf-C2H2	ENSMUSP00000005841;	13018
Mus_musculus	Ovol1	ENSMUSG00000024922	zf-C2H2	ENSMUSP00000025861;	18426
Mus_musculus	Obox3	ENSMUSG00000066772	Homeobox	ENSMUSP00000134531;ENSMUSP00000092842;ENSMUSP00000134526;ENSMUSP00000133814;ENSMUSP00000133788;ENSMUSP00000133427;ENSMUSP00000083291;	246791
Mus_musculus	Foxr2	ENSMUSG00000071665	Fork_head	ENSMUSP00000128452;ENSMUSP00000093984;	436240
Mus_musculus	Sox30	ENSMUSG00000040489	HMG	ENSMUSP00000037519;	214105
Mus_musculus	Mkrn2	ENSMUSG00000000439	zf-CCCH	ENSMUSP00000000449;	67027
Mus_musculus	Zfp697	ENSMUSG00000050064	zf-C2H2	ENSMUSP00000136417;ENSMUSP00000056979;	242109
Mus_musculus	Zfp746	ENSMUSG00000057691	zf-C2H2	ENSMUSP00000145506;ENSMUSP00000072868;	69228
Mus_musculus	Zfp235	ENSMUSG00000047603	zf-C2H2	ENSMUSP00000050803;	56525
Mus_musculus	Zfp600	ENSMUSG00000066007	zf-C2H2	ENSMUSP00000090425;ENSMUSP00000126879;	667666
Mus_musculus	Mecp2	ENSMUSG00000031393	MBD	ENSMUSP00000098314;ENSMUSP00000119947;ENSMUSP00000127115;ENSMUSP00000033770;ENSMUSP00000118842;	17257
Mus_musculus	Nr2c1	ENSMUSG00000005897	RXR-like	ENSMUSP00000096945;ENSMUSP00000089858;ENSMUSP00000100927;	22025
Mus_musculus	LO018689.4	ENSMUSG00000116005	zf-C2H2	ENSMUSP00000154937;ENSMUSP00000155524;	-
Mus_musculus	Evx1	ENSMUSG00000005503	Homeobox	ENSMUSP00000031787;	14028
Mus_musculus	Spib	ENSMUSG00000008193	ETS	ENSMUSP00000145968;ENSMUSP00000035539;ENSMUSP00000096084;	272382
Mus_musculus	Gm14403	ENSMUSG00000094786	zf-C2H2	ENSMUSP00000104575;	-
Mus_musculus	Hoxa13	ENSMUSG00000038203	Homeobox	ENSMUSP00000125221;ENSMUSP00000110059;ENSMUSP00000039170;	-
Mus_musculus	Spdef	ENSMUSG00000024215	ETS	ENSMUSP00000110520;ENSMUSP00000127056;ENSMUSP00000025054;	30051
Mus_musculus	Gm32717	ENSMUSG00000112216	MYB	ENSMUSP00000151792;	-
Mus_musculus	Gcm2	ENSMUSG00000021362	GCM	ENSMUSP00000021791;ENSMUSP00000153244;	107889
Mus_musculus	Zfp605	ENSMUSG00000023284	zf-C2H2	ENSMUSP00000108147;ENSMUSP00000083891;	675812
Mus_musculus	Pgr	ENSMUSG00000031870	ESR-like	ENSMUSP00000096584;ENSMUSP00000063562;ENSMUSP00000140124;	18667
Mus_musculus	Dlx3	ENSMUSG00000001510	Homeobox	ENSMUSP00000090443;	13393
Mus_musculus	Hoxb9	ENSMUSG00000020875	Homeobox	ENSMUSP00000000010;	15417
Mus_musculus	Shox2	ENSMUSG00000027833	Homeobox	ENSMUSP00000029422;ENSMUSP00000141625;ENSMUSP00000125031;ENSMUSP00000123838;ENSMUSP00000124924;	20429
Mus_musculus	Zfp236	ENSMUSG00000041258	zf-C2H2	ENSMUSP00000138179;ENSMUSP00000138557;ENSMUSP00000138344;ENSMUSP00000130004;	329002
Mus_musculus	Mafk	ENSMUSG00000018143	TF_bZIP	ENSMUSP00000018287;ENSMUSP00000106460;	17135
Mus_musculus	Zfp157	ENSMUSG00000036898	zf-C2H2	ENSMUSP00000083018;	72154
Mus_musculus	Fli1	ENSMUSG00000016087	ETS	ENSMUSP00000016231;	14247
Mus_musculus	Dmrt1	ENSMUSG00000024837	DM	ENSMUSP00000025755;ENSMUSP00000084803;	50796
Mus_musculus	Max	ENSMUSG00000059436	bHLH	ENSMUSP00000106025;ENSMUSP00000080778;	17187
Mus_musculus	Mxd1	ENSMUSG00000001156	bHLH	ENSMUSP00000145081;ENSMUSP00000001184;	17119
Mus_musculus	Hoxc9	ENSMUSG00000036139	Homeobox	ENSMUSP00000001706;	15427
Mus_musculus	2610044O15Rik8	ENSMUSG00000071302	zf-C2H2	ENSMUSP00000140654;	72139
Mus_musculus	Rhox2d	ENSMUSG00000095698	Homeobox	ENSMUSP00000110833;	434760
Mus_musculus	Prdm12	ENSMUSG00000079466	zf-C2H2	ENSMUSP00000109098;	381359
Mus_musculus	Zfp938	ENSMUSG00000062931	zf-C2H2	ENSMUSP00000047110;	237411
Mus_musculus	Zfp112	ENSMUSG00000052675	zf-C2H2	ENSMUSP00000113031;ENSMUSP00000005413;ENSMUSP00000150734;	57745
Mus_musculus	Tada2b	ENSMUSG00000029196	MYB	ENSMUSP00000031097;	231151
Mus_musculus	Klf9	ENSMUSG00000033863	zf-C2H2	ENSMUSP00000045639;	16601
Mus_musculus	Zfp169	ENSMUSG00000050954	zf-C2H2	ENSMUSP00000135414;ENSMUSP00000105737;	67911
Mus_musculus	2410141K09Rik	ENSMUSG00000074832	zf-C2H2	ENSMUSP00000134352;	76803
Mus_musculus	Trp63	ENSMUSG00000022510	P53	ENSMUSP00000110961;ENSMUSP00000110965;ENSMUSP00000110963;ENSMUSP00000110962;ENSMUSP00000067005;ENSMUSP00000038117;ENSMUSP00000110960;ENSMUSP00000110959;	22061
Mus_musculus	Zfp60	ENSMUSG00000037640	zf-C2H2	ENSMUSP00000132607;ENSMUSP00000036627;ENSMUSP00000103973;	22718
Mus_musculus	Nr3c1	ENSMUSG00000024431	ESR-like	ENSMUSP00000111229;ENSMUSP00000095199;ENSMUSP00000120082;ENSMUSP00000111233;ENSMUSP00000025300;	14815
Mus_musculus	Zfp182	ENSMUSG00000054737	zf-C2H2	ENSMUSP00000110990;ENSMUSP00000045005;ENSMUSP00000110989;	319535
Mus_musculus	Zfp646	ENSMUSG00000049739	zf-C2H2	ENSMUSP00000115499;ENSMUSP00000145675;ENSMUSP00000052641;	233905
Mus_musculus	Zkscan5	ENSMUSG00000055991	zf-C2H2	ENSMUSP00000031601;ENSMUSP00000082814;	22757
Mus_musculus	Tead1	ENSMUSG00000055320	TEA	ENSMUSP00000129798;ENSMUSP00000131221;ENSMUSP00000128439;ENSMUSP00000133025;ENSMUSP00000081755;ENSMUSP00000102249;ENSMUSP00000130459;ENSMUSP00000060671;ENSMUSP00000127574;ENSMUSP00000130564;	21676
Mus_musculus	Hoxa6	ENSMUSG00000043219	Homeobox	ENSMUSP00000058755;	15403
Mus_musculus	Nfe2l1	ENSMUSG00000038615	TF_bZIP	ENSMUSP00000103286;ENSMUSP00000103285;ENSMUSP00000131585;ENSMUSP00000103284;ENSMUSP00000080467;ENSMUSP00000127804;ENSMUSP00000128527;	18023
Mus_musculus	Prdm8	ENSMUSG00000035456	zf-C2H2	ENSMUSP00000108583;ENSMUSP00000147333;	77630
Mus_musculus	Zmiz2	ENSMUSG00000041164	zf-MIZ	ENSMUSP00000099978;ENSMUSP00000105410;ENSMUSP00000105408;ENSMUSP00000105409;ENSMUSP00000012612;	52915
Mus_musculus	Ovol2	ENSMUSG00000037279	zf-C2H2	ENSMUSP00000044026;ENSMUSP00000099460;	107586
Mus_musculus	Zfp523	ENSMUSG00000024220	zf-C2H2	ENSMUSP00000073226;ENSMUSP00000002318;ENSMUSP00000123127;	224656
Mus_musculus	Zfp94	ENSMUSG00000074282	zf-C2H2	ENSMUSP00000032673;ENSMUSP00000104075;	22756
Mus_musculus	Mesp2	ENSMUSG00000030543	bHLH	ENSMUSP00000103017;	17293
Mus_musculus	Zfp658	ENSMUSG00000056592	zf-C2H2	ENSMUSP00000005597;ENSMUSP00000103606;	210104
Mus_musculus	Tcf7l1	ENSMUSG00000055799	HMG	ENSMUSP00000109687;ENSMUSP00000069403;	21415
Mus_musculus	Hdx	ENSMUSG00000034551	Homeobox	ENSMUSP00000109049;ENSMUSP00000043482;	245596
Mus_musculus	Barx1	ENSMUSG00000021381	Homeobox	ENSMUSP00000021813;	12022
Mus_musculus	Zfp46	ENSMUSG00000051351	zf-C2H2	ENSMUSP00000070216;ENSMUSP00000118495;	22704
Mus_musculus	Bhlhe23	ENSMUSG00000045493	bHLH	ENSMUSP00000104506;	140489
Mus_musculus	Tfam	ENSMUSG00000003923	HMG	ENSMUSP00000090086;ENSMUSP00000120871;ENSMUSP00000113581;ENSMUSP00000101072;	21780
Mus_musculus	Bach2	ENSMUSG00000040270	TF_bZIP	ENSMUSP00000103815;ENSMUSP00000131592;ENSMUSP00000043693;	12014
Mus_musculus	Zfp109	ENSMUSG00000074283	zf-C2H2	ENSMUSP00000045498;ENSMUSP00000145925;ENSMUSP00000146043;	56869
Mus_musculus	Tox	ENSMUSG00000041272	HMG	ENSMUSP00000037966;	252838
Mus_musculus	Gm14419	ENSMUSG00000078875	zf-C2H2	ENSMUSP00000118666;	-
Mus_musculus	Stat6	ENSMUSG00000002147	STAT	ENSMUSP00000089708;	20852
Mus_musculus	Gfi1b	ENSMUSG00000026815	zf-C2H2	ENSMUSP00000028156;ENSMUSP00000128052;	14582
Mus_musculus	Sox12	ENSMUSG00000051817	HMG	ENSMUSP00000138293;ENSMUSP00000064250;	20667
Mus_musculus	Gtf3a	ENSMUSG00000016503	zf-C2H2	ENSMUSP00000119607;ENSMUSP00000115824;	66596
Mus_musculus	Lhx6	ENSMUSG00000026890	Homeobox	ENSMUSP00000108584;ENSMUSP00000108587;ENSMUSP00000108591;ENSMUSP00000135776;ENSMUSP00000108585;ENSMUSP00000108590;ENSMUSP00000135693;	16874
Mus_musculus	Pou3f3	ENSMUSG00000045515	Pou	ENSMUSP00000052088;	18993
Mus_musculus	Gm12258	ENSMUSG00000072915	zf-C2H2	ENSMUSP00000117644;ENSMUSP00000091282;	108167848
Mus_musculus	Stat3	ENSMUSG00000004040	STAT	ENSMUSP00000120152;ENSMUSP00000099403;ENSMUSP00000121677;ENSMUSP00000090342;	20848
Mus_musculus	Gm5767	ENSMUSG00000107252	zf-LITAF-like	ENSMUSP00000143858;ENSMUSP00000148509;	-
Mus_musculus	Zfp28	ENSMUSG00000062861	zf-C2H2	ENSMUSP00000079812;	22690
Mus_musculus	Pou2f3	ENSMUSG00000032015	Pou	ENSMUSP00000135115;ENSMUSP00000034513;	18988
Mus_musculus	Zfx	ENSMUSG00000079509	zf-C2H2	ENSMUSP00000109560;ENSMUSP00000109559;ENSMUSP00000085423;	22764
Mus_musculus	Rfx3	ENSMUSG00000040929	RFX	ENSMUSP00000133461;ENSMUSP00000126313;ENSMUSP00000038760;ENSMUSP00000133367;ENSMUSP00000134141;	19726
Mus_musculus	Dach1	ENSMUSG00000055639	DACH	ENSMUSP00000064970;ENSMUSP00000071464;	13134
Mus_musculus	Arid5a	ENSMUSG00000037447	ARID	ENSMUSP00000110684;ENSMUSP00000115490;ENSMUSP00000095385;ENSMUSP00000110683;	214855
Mus_musculus	Satb1	ENSMUSG00000023927	CUT	ENSMUSP00000128841;ENSMUSP00000118839;ENSMUSP00000116020;ENSMUSP00000119842;ENSMUSP00000116006;ENSMUSP00000134957;ENSMUSP00000120536;	20230
Mus_musculus	Tfap2c	ENSMUSG00000028640	AP-2	ENSMUSP00000129922;ENSMUSP00000030391;ENSMUSP00000096657;	21420
Mus_musculus	Cux1	ENSMUSG00000029705	CUT	ENSMUSP00000004097;ENSMUSP00000135086;ENSMUSP00000135892;ENSMUSP00000135223;ENSMUSP00000135370;	13047
Mus_musculus	Zfp429	ENSMUSG00000078994	zf-C2H2	ENSMUSP00000105354;	72807
Mus_musculus	Zfp541	ENSMUSG00000078796	zf-C2H2	ENSMUSP00000104149;ENSMUSP00000148143;ENSMUSP00000147475;	666528
Mus_musculus	Smad3	ENSMUSG00000032402	MH1	ENSMUSP00000034973;ENSMUSP00000116790;ENSMUSP00000122217;	17127
Mus_musculus	Yy2	ENSMUSG00000091736	zf-C2H2	ENSMUSP00000070112;	100073351
Mus_musculus	Zfp81	ENSMUSG00000003929	zf-C2H2	ENSMUSP00000050728;	224694
Mus_musculus	Olig1	ENSMUSG00000046160	bHLH	ENSMUSP00000061408;	50914
Mus_musculus	Sox14	ENSMUSG00000053747	HMG	ENSMUSP00000091310;ENSMUSP00000138239;	20669
Mus_musculus	Pknox2	ENSMUSG00000035934	Homeobox	ENSMUSP00000079578;ENSMUSP00000035806;ENSMUSP00000135581;	208076
Mus_musculus	Ctcfl	ENSMUSG00000070495	zf-C2H2	ENSMUSP00000091845;ENSMUSP00000135932;	664799
Mus_musculus	Nobox	ENSMUSG00000029736	Homeobox	ENSMUSP00000133353;ENSMUSP00000031749;	18291
Mus_musculus	Tada2a	ENSMUSG00000018651	MYB	ENSMUSP00000018795;	217031
Mus_musculus	Bcl6	ENSMUSG00000022508	ZBTB	ENSMUSP00000023151;ENSMUSP00000023151;	12053
Mus_musculus	Jun	ENSMUSG00000052684	TF_bZIP	ENSMUSP00000102711;	16476
Mus_musculus	Tbx15	ENSMUSG00000027868	T-box	ENSMUSP00000143417;ENSMUSP00000142358;ENSMUSP00000029462;	21384
Mus_musculus	Tlx2	ENSMUSG00000068327	Homeobox	ENSMUSP00000133420;ENSMUSP00000087069;	21909
Mus_musculus	Mzf1	ENSMUSG00000030380	zf-C2H2	ENSMUSP00000138271;ENSMUSP00000138387;	109889
Mus_musculus	Clock	ENSMUSG00000029238	bHLH	ENSMUSP00000074656;ENSMUSP00000144022;ENSMUSP00000143939;	12753
Mus_musculus	Zfp974	ENSMUSG00000070709	zf-C2H2	ENSMUSP00000096238;	73430
Mus_musculus	Ikzf5	ENSMUSG00000040167	zf-C2H2	ENSMUSP00000123530;ENSMUSP00000035583;	67143
Mus_musculus	Zfp90	ENSMUSG00000031907	zf-C2H2	ENSMUSP00000034382;ENSMUSP00000148744;	22751
Mus_musculus	Zfp683	ENSMUSG00000049410	zf-C2H2	ENSMUSP00000101508;	-
Mus_musculus	Zfp989	ENSMUSG00000086147	zf-C2H2	ENSMUSP00000135720;	-
Mus_musculus	Foxi2	ENSMUSG00000048377	Fork_head	ENSMUSP00000053641;	270004
Mus_musculus	Prdm10	ENSMUSG00000042496	zf-C2H2	ENSMUSP00000149699;ENSMUSP00000074104;ENSMUSP00000149526;	382066
Mus_musculus	Jarid2	ENSMUSG00000038518	ARID	ENSMUSP00000134630;ENSMUSP00000037774;ENSMUSP00000134205;ENSMUSP00000134675;	16468
Mus_musculus	Nrl	ENSMUSG00000040632	TF_bZIP	ENSMUSP00000107035;ENSMUSP00000136445;ENSMUSP00000054457;ENSMUSP00000153933;	18185
Mus_musculus	Foxe3	ENSMUSG00000044518	Fork_head	ENSMUSP00000050445;	30923
Mus_musculus	Csrnp2	ENSMUSG00000044636	CSRNP_N	ENSMUSP00000052144;	207785
Mus_musculus	Tlx1	ENSMUSG00000025215	Homeobox	ENSMUSP00000026236;ENSMUSP00000133627;	21908
Mus_musculus	Rcor1	ENSMUSG00000037896	MYB	ENSMUSP00000112089;ENSMUSP00000082034;	217864
Mus_musculus	Pou3f1	ENSMUSG00000090125	Pou	ENSMUSP00000137374;	18991
Mus_musculus	Arid3a	ENSMUSG00000019564	ARID	ENSMUSP00000101015;ENSMUSP00000019708;ENSMUSP00000101016;	13496
Mus_musculus	Lmx1a	ENSMUSG00000026686	Homeobox	ENSMUSP00000028003;ENSMUSP00000107008;	110648
Mus_musculus	Tcf4	ENSMUSG00000053477	bHLH	ENSMUSP00000144169;ENSMUSP00000110628;ENSMUSP00000067318;ENSMUSP00000144647;ENSMUSP00000144285;ENSMUSP00000077577;ENSMUSP00000144221;ENSMUSP00000143875;ENSMUSP00000144670;ENSMUSP00000144273;ENSMUSP00000144646;ENSMUSP00000143950;ENSMUSP00000143820;ENSMUSP00000144407;ENSMUSP00000144209;ENSMUSP00000144512;ENSMUSP00000143987;ENSMUSP00000110629;ENSMUSP00000143857;ENSMUSP00000110633;ENSMUSP00000144219;ENSMUSP00000110631;ENSMUSP00000110636;	21413
Mus_musculus	Gm15446	ENSMUSG00000090015	zf-C2H2	ENSMUSP00000108163;	100642166
Mus_musculus	Zfp759	ENSMUSG00000057396	zf-C2H2	ENSMUSP00000049650;	268670
Mus_musculus	Zfp947	ENSMUSG00000063383	zf-C2H2	ENSMUSP00000079137;	210853
Mus_musculus	Zfp607b	ENSMUSG00000057093	zf-C2H2	ENSMUSP00000075755;ENSMUSP00000112494;	112415
Mus_musculus	Tbx20	ENSMUSG00000031965	T-box	ENSMUSP00000126318;ENSMUSP00000149186;ENSMUSP00000052591;	57246
Mus_musculus	Zfp945	ENSMUSG00000059142	zf-C2H2	ENSMUSP00000124123;ENSMUSP00000086074;	240041
Mus_musculus	Zfp84	ENSMUSG00000046185	zf-C2H2	ENSMUSP00000032802;	74352
Mus_musculus	Mef2b	ENSMUSG00000079033	SRF	ENSMUSP00000132314;ENSMUSP00000105773;ENSMUSP00000105767;ENSMUSP00000105768;ENSMUSP00000105770;	105980076
Mus_musculus	Six6	ENSMUSG00000021099	Homeobox	ENSMUSP00000021519;	20476
Mus_musculus	Zic5	ENSMUSG00000041703	zf-C2H2	ENSMUSP00000035754;	65100
Mus_musculus	Rorb	ENSMUSG00000036192	THR-like	ENSMUSP00000108451;ENSMUSP00000108447;ENSMUSP00000047597;	225998
Mus_musculus	Nr1h3	ENSMUSG00000002108	THR-like	ENSMUSP00000106988;ENSMUSP00000106987;ENSMUSP00000106986;ENSMUSP00000002177;	22259
Mus_musculus	Mbd4	ENSMUSG00000030322	MBD	ENSMUSP00000032469;ENSMUSP00000145433;ENSMUSP00000125619;	17193
Mus_musculus	AC153379	ENSMUSG00000116458	zf-C2H2	ENSMUSP00000155634;ENSMUSP00000155032;ENSMUSP00000155704;	-
Mus_musculus	Arid5b	ENSMUSG00000019947	ARID	ENSMUSP00000151227;ENSMUSP00000151665;	71371
Mus_musculus	Rxrb	ENSMUSG00000039656	RXR-like	ENSMUSP00000133661;ENSMUSP00000134299;ENSMUSP00000036585;ENSMUSP00000133775;ENSMUSP00000112311;	20182
Mus_musculus	Vsx1	ENSMUSG00000033080	Homeobox	ENSMUSP00000039088;	114889
Mus_musculus	Zfp953	ENSMUSG00000098905	zf-C2H2	ENSMUSP00000076700;	629016
Mus_musculus	Dbx1	ENSMUSG00000030507	Homeobox	ENSMUSP00000032717;	13172
Mus_musculus	Gm28557	ENSMUSG00000100235	zf-C2H2	ENSMUSP00000140296;	-
Mus_musculus	Foxb1	ENSMUSG00000059246	Fork_head	ENSMUSP00000096197;	64290
Mus_musculus	Tsc22d2	ENSMUSG00000027806	TSC22	ENSMUSP00000143364;ENSMUSP00000096688;	72033
Mus_musculus	Sim1	ENSMUSG00000019913	bHLH	ENSMUSP00000020071;ENSMUSP00000151816;	20464
Mus_musculus	Klf10	ENSMUSG00000037465	zf-C2H2	ENSMUSP00000154702;ENSMUSP00000073690;ENSMUSP00000154265;	21847
Mus_musculus	Tsc22d4	ENSMUSG00000029723	TSC22	ENSMUSP00000098107;ENSMUSP00000120835;ENSMUSP00000106613;	78829
Mus_musculus	Mbd3	ENSMUSG00000035478	MBD	ENSMUSP00000100984;ENSMUSP00000100985;ENSMUSP00000089948;ENSMUSP00000100986;	17192
Mus_musculus	E2f8	ENSMUSG00000046179	E2F	ENSMUSP00000112883;ENSMUSP00000056778;	108961
Mus_musculus	Rhox2c	ENSMUSG00000079637	Homeobox	ENSMUSP00000110844;ENSMUSP00000134224;ENSMUSP00000139080;	100039948
Mus_musculus	Zfp141	ENSMUSG00000092416	zf-C2H2	ENSMUSP00000133899;	434178
Mus_musculus	Gm14406	ENSMUSG00000078865	zf-C2H2	ENSMUSP00000104573;	-
Mus_musculus	Klf2	ENSMUSG00000055148	zf-C2H2	ENSMUSP00000064823;	16598
Mus_musculus	Gm14434	ENSMUSG00000078881	zf-C2H2	ENSMUSP00000112478;	668039
Mus_musculus	Onecut3	ENSMUSG00000045518	CUT	ENSMUSP00000053288;	246086
Mus_musculus	Zfp689	ENSMUSG00000048921	zf-C2H2	ENSMUSP00000101906;ENSMUSP00000056610;	71131
Mus_musculus	Klf12	ENSMUSG00000072294	zf-C2H2	ENSMUSP00000153901;ENSMUSP00000094844;	16597
Mus_musculus	Zbed4	ENSMUSG00000034333	zf-BED	ENSMUSP00000035437;	223773
Mus_musculus	Satb2	ENSMUSG00000038331	CUT	ENSMUSP00000046067;ENSMUSP00000110057;ENSMUSP00000135391;	212712
Mus_musculus	Mybl1	ENSMUSG00000025912	MYB	ENSMUSP00000086034;ENSMUSP00000111128;ENSMUSP00000139818;	17864
Mus_musculus	Hnf1b	ENSMUSG00000020679	Homeobox	ENSMUSP00000103748;ENSMUSP00000103749;ENSMUSP00000123297;ENSMUSP00000021016;	21410
Mus_musculus	Zfp950	ENSMUSG00000074733	zf-C2H2	ENSMUSP00000146243;ENSMUSP00000145709;ENSMUSP00000145648;	414758
Mus_musculus	Rhox7a	ENSMUSG00000071767	Homeobox	ENSMUSP00000094193;	547168
Mus_musculus	Maf	ENSMUSG00000055435	TF_bZIP	ENSMUSP00000067704;ENSMUSP00000104732;	17132
Mus_musculus	Cphx2	ENSMUSG00000098463	Homeobox	ENSMUSP00000130311;	100039213
Mus_musculus	Zfp286	ENSMUSG00000047342	zf-C2H2	ENSMUSP00000055517;	192651
Mus_musculus	Zfp709	ENSMUSG00000056019	zf-C2H2	ENSMUSP00000140285;ENSMUSP00000034259;	236193
Mus_musculus	Gm4767	ENSMUSG00000094076	zf-C2H2	ENSMUSP00000097038;ENSMUSP00000139439;	210583
Mus_musculus	Hoxc8	ENSMUSG00000001657	Homeobox	ENSMUSP00000001703;	15426
Mus_musculus	Klf11	ENSMUSG00000020653	zf-C2H2	ENSMUSP00000020982;	194655
